;Year;Month;vivienda;justicia;educación;empleo;medio ambiente;salud;social;ideología;economía;internacional;cultura;inseguridad ciudadana;jóvenes;servicios públicos e infraestructuras;corrupción;fuerzas armadas;tecnologia e investigación;terrorismo;otros
150;2008.0;3.0;0.0350623330365;0.0585498220089;0.0389581478183;0.0699731980339;0.0672605470652;0.0191602119502;0.00973953695459;0.0015467904099;0.156979771204;0.0741907586504;0.0153524199419;0.0112978628673;0.0983361586707;0.112931109288;0.0672793568217;0.0659807088515;0.038559914713;0.058841351713;0.0
151;2008.0;4.0;0.0375667853963;0.0564343054835;0.0417408726625;0.0708280950098;0.0690265335504;0.0184848254765;0.0104352181656;0.00077339520495;0.159077597089;0.0776118530563;0.0136868956343;0.0121048530721;0.102819014331;0.109893871652;0.0630252527652;0.0666056705433;0.0406512841597;0.049233676747;0.0
64;2008.0;5.0;0.040071237756;0.0543187889581;0.0445235975067;0.0716829919858;0.0707925200356;0.0178094390027;0.0111308993767;0.0;0.161175422974;0.0810329474622;0.0120213713268;0.0129118432769;0.107301869991;0.106856634016;0.0587711487088;0.0672306322351;0.0427426536064;0.0396260017809;0.0
65;2008.0;6.0;0.0;0.0203114421124;0.127962085308;0.107650643196;0.0216655382532;0.0257278266757;0.0270819228165;0.0243737305349;0.343263371699;0.0514556533514;0.0;0.0;0.0683818551117;0.0372376438727;0.0291130670278;0.0399458361544;0.011509817197;0.0643195666892;0.0
152;2008.0;7.0;0.0;0.0223601451599;0.117756786361;0.0538253215978;0.0279952405225;0.0151522428573;0.0135409614083;0.019433242079;0.332958916971;0.0394578037924;0.0;0.0137299771167;0.0563114462439;0.111296167474;0.0370584404551;0.0459073192976;0.0271126507801;0.0661033378831;0.0
66;2008.0;9.0;0.0;0.0244088482075;0.107551487414;0.0;0.0343249427918;0.0045766590389;0.0;0.0144927536232;0.322654462243;0.0274599542334;0.0;0.0274599542334;0.044241037376;0.185354691076;0.0450038138825;0.0518688024409;0.0427154843631;0.067887109077;0.0
67;2008.0;10.0;0.0491886409736;0.0289046653144;0.0;0.0557809330629;0.0;0.0197768762677;0.0116632860041;0.0162271805274;0.338235294118;0.0111561866126;0.0365111561866;0.0324543610548;0.146044624746;0.0562880324544;0.0278904665314;0.0851926977688;0.0;0.0846855983773;0.0
68;2008.0;11.0;0.0;0.0;0.0534082923401;0.146872803935;0.0231904427266;0.0281096275474;0.00562192550949;0.0;0.288123682361;0.135628952916;0.0;0.0;0.0920590302178;0.071679550246;0.0;0.0667603654252;0.0456781447646;0.0428671820098;0.0
69;2008.0;12.0;0.0;0.0243055555556;0.0451388888889;0.10625;0.116666666667;0.0;0.0180555555556;0.0166666666667;0.26875;0.0277777777778;0.0236111111111;0.0;0.0520833333333;0.147222222222;0.0416666666667;0.0208333333333;0.0645833333333;0.0263888888889;0.0
153;2009.0;1.0;0.0;0.0266951216614;0.031123764376;0.104023203593;0.0814299971486;0.0158254918734;0.00902777777778;0.00833333333333;0.292629918734;0.055377340557;0.0301973434084;0.0;0.0354514185914;0.158298878434;0.0332370972341;0.0104166666667;0.0626595024237;0.0452731441878;0.0
70;2009.0;2.0;0.0;0.0290846877673;0.0171086398631;0.101796407186;0.0461933276305;0.0316509837468;0.0;0.0;0.316509837468;0.0829769033362;0.0367835757057;0.0;0.0188195038494;0.169375534645;0.0248075278015;0.0;0.0607356715141;0.0641573994867;0.0
71;2009.0;3.0;0.026728646136;0.0156885531668;0.0273097036607;0.0592678675189;0.0656595002905;0.0214991284137;0.0162696106915;0.0;0.238233585125;0.0;0.0348634514817;0.0703079604881;0.0244044160372;0.0778617083091;0.0801859384079;0.0854154561302;0.11504938989;0.0412550842533;0.0
72;2009.0;4.0;0.032047089601;0.0235448005232;0.0;0.0379332897319;0.0483976455199;0.0405493786789;0.0202746893394;0.0529758011772;0.336167429693;0.0340091563113;0.0673642903859;0.0385873119686;0.0922171353826;0.0379332897319;0.0706344015697;0.0058862001308;0.0117724002616;0.0497056899935;0.0
73;2009.0;5.0;0.0826580226904;0.0599675850891;0.100486223663;0.0;0.0421393841167;0.0567260940032;0.0;0.0534846029173;0.163695299838;0.136142625608;0.0;0.0388978930308;0.123176661264;0.0713128038898;0.0194489465154;0.0518638573744;0.0;0.0;0.0
