;Year;Month;vivienda;justicia;educación;empleo;medio ambiente;salud;social;ideología;economía;internacional;cultura;inseguridad ciudadana;jóvenes;servicios públicos e infraestructuras;corrupción;fuerzas armadas;tecnologia e investigación;terrorismo;otros
74;2009.0;6.0;0.0;0.0;0.04243281471;0.049504950495;0.049504950495;0.110325318246;0.0;0.0;0.398868458274;0.029702970297;0.0;0.0;0.115983026874;0.149929278642;0.0;0.0;0.035360678925;0.018387553041;0.0
154;2009.0;7.0;0.011861784425;0.0567302733368;0.047518624993;0.0335198811268;0.0247524752475;0.0636722001236;0.00567302733368;0.0;0.34744866957;0.0238767559066;0.00902527075812;0.0072202166065;0.0912560828027;0.113128641384;0.0190820010315;0.0477050025786;0.0553286117678;0.0422004810074;0.0
75;2009.0;9.0;0.0237235688499;0.113460546674;0.0526044352759;0.0175348117586;0.0;0.017019082001;0.0113460546674;0.0;0.296028880866;0.0180505415162;0.0180505415162;0.014440433213;0.0665291387313;0.0763280041258;0.0381640020629;0.0954100051573;0.0752965446106;0.0660134089737;0.0
76;2009.0;10.0;0.0;0.00486223662885;0.04943273906;0.0405186385737;0.0291734197731;0.0;0.0194489465154;0.047811993517;0.293354943274;0.0583468395462;0.0275526742301;0.0145867098865;0.116693679092;0.0388978930308;0.0470016207455;0.0826580226904;0.04943273906;0.080226904376;0.0
77;2009.0;11.0;0.0;0.0753221010902;0.0;0.0;0.120911793855;0.0445986124876;0.0564915758176;0.0;0.225966303271;0.0673934588702;0.0;0.00693756194252;0.0812685827552;0.0317145688801;0.01189296333;0.0624380574827;0.0406342913776;0.17443012884;0.0
78;2009.0;12.0;0.0;0.075034106412;0.0545702592087;0.0;0.0613915416098;0.0504774897681;0.00818553888131;0.0;0.109140518417;0.0641200545703;0.0150068212824;0.0845839017735;0.0450204638472;0.0163710777626;0.0709413369714;0.110504774898;0.103683492497;0.130968622101;0.0
155;2010.0;1.0;0.0;0.11994168438;0.0272851296044;0.0490699166132;0.0435245071744;0.025238744884;0.00409276944065;0.0;0.202421445867;0.0545103159317;0.018087118146;0.0554414056655;0.0340560946561;0.0274286434355;0.0559966466768;0.0664775317721;0.0999495076338;0.116478538119;0.0
79;2010.0;2.0;0.0;0.164849262348;0.0;0.0981398332264;0.0256574727389;0.0;0.0;0.0;0.295702373316;0.0449005772931;0.0211674150096;0.0262989095574;0.023091725465;0.0384862091084;0.0410519563823;0.0224502886466;0.096215522771;0.101988454137;0.0
80;2010.0;3.0;0.023023023023;0.021021021021;0.043043043043;0.0;0.049049049049;0.0630630630631;0.0;0.0;0.396896896897;0.04004004004;0.017017017017;0.00950950950951;0.145145145145;0.0785785785786;0.048048048048;0.0195195195195;0.00650650650651;0.0395395395395;0.0
81;2010.0;4.0;0.0418794688458;0.0291113381001;0.0219611848825;0.0817160367722;0.0566905005107;0.0153217568948;0.0199182839632;0.0311542390194;0.243615934627;0.0;0.0;0.0199182839632;0.106230847804;0.0781409601634;0.0812053115424;0.0;0.0;0.173135852911;0.0
82;2010.0;5.0;0.0330218068536;0.0261682242991;0.0978193146417;0.0803738317757;0.0461059190031;0.0;0.014953271028;0.0;0.341433021807;0.018691588785;0.0;0.0155763239875;0.0280373831776;0.129595015576;0.0909657320872;0.0249221183801;0.0143302180685;0.0380062305296;0.0
83;2010.0;6.0;0.0;0.0;0.0275150472915;0.166809974205;0.110060189166;0.0;0.0;0.0240756663801;0.2932072227;0.0335339638865;0.0;0.0318142734308;0.049011177988;0.183147033534;0.0524505588994;0.0;0.0;0.0283748925193;0.0
84;2010.0;7.0;0.0;0.0384615384615;0.0673076923077;0.0;0.142628205128;0.0528846153846;0.0;0.0;0.293269230769;0.00801282051282;0.0;0.0592948717949;0.192307692308;0.0849358974359;0.0;0.0;0.0608974358974;0.0;0.0
85;2010.0;9.0;0.0528793915248;0.0601231437885;0.00905469032959;0.0825787758059;0.0282506338283;0.0268018833756;0.0199203187251;0.0213690691778;0.354219485694;0.0235421948569;0.0;0.0304237595074;0.043462513582;0.0702643969576;0.0;0.0586743933357;0.0456356392611;0.0727997102499;0.0
86;2010.0;10.0;0.0;0.129842931937;0.0;0.069109947644;0.0628272251309;0.0;0.0;0.0;0.360209424084;0.0;0.0;0.096335078534;0.125654450262;0.0628272251309;0.0;0.048167539267;0.0;0.0450261780105;0.0
87;2010.0;11.0;0.0;0.030303030303;0.0896464646465;0.0441919191919;0.0568181818182;0.0;0.0492424242424;0.0;0.119949494949;0.0833333333333;0.0277777777778;0.0;0.188131313131;0.0921717171717;0.0;0.0896464646465;0.0;0.128787878788;0.0
88;2010.0;12.0;0.0612460401267;0.0707497360084;0.0876451953537;0.0;0.0749736008448;0.0;0.0;0.0;0.338965153115;0.051742344245;0.0411826821542;0.012671594509;0.0285110876452;0.0369588173178;0.0401267159451;0.0580781414995;0.0;0.0971488912355;0.0
89;2011.0;1.0;0.0;0.0451807228916;0.0647590361446;0.0;0.0;0.105421686747;0.0150602409639;0.0617469879518;0.290662650602;0.0;0.0;0.0150602409639;0.128012048193;0.0572289156627;0.0;0.0918674698795;0.0421686746988;0.0828313253012;0.0
90;2011.0;2.0;0.0;0.028083028083;0.0775335775336;0.0653235653236;0.0384615384615;0.025641025641;0.0;0.010989010989;0.336385836386;0.0775335775336;0.0598290598291;0.0;0.028083028083;0.0128205128205;0.034188034188;0.0885225885226;0.0274725274725;0.0891330891331;0.0
91;2011.0;3.0;0.0;0.0620031796502;0.0222575516693;0.0673025967144;0.06942236354;0.0376258611553;0.0132485426603;0.0132485426603;0.352941176471;0.0524642289348;0.0307366189719;0.0164281928988;0.0720720720721;0.0439851616322;0.0174880763116;0.0683624801272;0.0;0.060413354531;0.0
92;2011.0;4.0;0.0;0.0;0.0634920634921;0.0899470899471;0.0;0.0758377425044;0.0;0.010582010582;0.377425044092;0.0;0.0;0.0440917107584;0.0493827160494;0.167548500882;0.0176366843034;0.0;0.0;0.10405643739;0.0
93;2011.0;5.0;0.0;0.0478964401294;0.0569579288026;0.0854368932039;0.114563106796;0.0;0.0355987055016;0.0653721682848;0.30355987055;0.0;0.0;0.0200647249191;0.0323624595469;0.0977346278317;0.0252427184466;0.0297734627832;0.011003236246;0.0744336569579;0.0
94;2011.0;6.0;0.0;0.0245459008346;0.0785468826706;0.0505645557192;0.0579283259696;0.020618556701;0.0;0.0;0.417771232204;0.0436917034855;0.014236622484;0.0;0.00932744231713;0.0854197349043;0.073146784487;0.0;0.0510554737359;0.073146784487;0.0
95;2011.0;7.0;0.0;0.035;0.0358333333333;0.0266666666667;0.0291666666667;0.0;0.03;0.0;0.349166666667;0.06;0.0383333333333;0.0291666666667;0.110833333333;0.0;0.0233333333333;0.0;0.0483333333333;0.184166666667;0.0
96;2011.0;9.0;0.0;0.0287769784173;0.0302158273381;0.0294964028777;0.068345323741;0.058273381295;0.063309352518;0.0;0.372661870504;0.041726618705;0.0;0.0258992805755;0.0;0.140287769784;0.0187050359712;0.041726618705;0.0302158273381;0.0503597122302;0.0
156;2011.0;10.0;0.0;0.0284300032501;0.0538747024359;0.0474099841006;0.0534034311013;0.041957203468;0.031654676259;0.00549450549451;0.354523853445;0.0596300981193;0.0299145299145;0.0129496402878;0.0140415140415;0.0765541413023;0.0264465350796;0.0651246036138;0.0288441774053;0.0697464006817;0.0
157;2011.0;11.0;0.0;0.0282565156666;0.0657041399847;0.0563667747121;0.0459324847814;0.0337991145545;0.0158273381295;0.00824175824176;0.345454844915;0.0685818378264;0.0448717948718;0.00647482014388;0.0210622710623;0.0446873270614;0.0303172846338;0.0768235960682;0.0281583524389;0.0794397449074;0.0
158;2011.0;12.0;0.0;0.0281697718748;0.0716188587591;0.0608451700178;0.0421970116215;0.0297200700978;0.00791366906475;0.00961538461538;0.340920340651;0.07305770768;0.0523504273504;0.00323741007194;0.0245726495726;0.028753919941;0.0322526594109;0.0826730922954;0.0278154399557;0.0842864170202;0.0
159;2012.0;1.0;0.0;0.0821659499019;0.0741248188666;0.148535314585;0.0359813430495;0.0386092434086;0.00395683453237;0.00480769230769;0.304089049363;0.061861342757;0.0397914264681;0.00161870503597;0.0122863247863;0.044142634448;0.0348090402818;0.0413365461477;0.0224574349874;0.0494262990738;0.0
97;2012.0;2.0;0.0;0.136162127929;0.076630778974;0.236225459151;0.0297656744775;0.0474984167194;0.0;0.0;0.267257758075;0.0506649778341;0.0272324255858;0.0;0.0;0.059531348955;0.0373654211526;0.0;0.017099430019;0.0145661811273;0.0
98;2012.0;3.0;0.0;0.0153592978607;0.0;0.146461876029;0.0669226549643;0.0817334064728;0.0;0.0;0.312122874383;0.0;0.0181020296215;0.0;0.0614371914427;0.15194733955;0.0619857377948;0.0257816785518;0.0411409764125;0.0170049369172;0.0
99;2012.0;4.0;0.0;0.0320855614973;0.0441176470588;0.152406417112;0.0842245989305;0.0467914438503;0.0;0.0;0.185828877005;0.0;0.0;0.0641711229947;0.160427807487;0.0;0.057486631016;0.0855614973262;0.0494652406417;0.0374331550802;0.0
100;2012.0;5.0;0.0;0.0864485981308;0.102803738318;0.0428348909657;0.0;0.133956386293;0.0;0.0;0.356697819315;0.0257009345794;0.0280373831776;0.0210280373832;0.01246105919;0.018691588785;0.0233644859813;0.0568535825545;0.0;0.0911214953271;0.0
101;2012.0;6.0;0.0;0.0442939030745;0.0745179781136;0.0698280354351;0.0771235018239;0.0203230849401;0.0;0.0;0.439812402293;0.0260552371027;0.0;0.0416883793643;0.0667014069828;0.0244919228765;0.0573215216258;0.0270974465868;0.0224075039083;0.00833767587285;0.0
102;2012.0;7.0;0.0;0.0;0.0;0.0978441127695;0.0;0.06135986733;0.0;0.0;0.484245439469;0.0;0.0;0.0;0.0530679933665;0.164179104478;0.0;0.089552238806;0.0497512437811;0.0;0.0
103;2012.0;9.0;0.0;0.0266086115143;0.088534107402;0.0474117077891;0.0953072085148;0.0817610062893;0.0;0.0;0.317368166425;0.0125786163522;0.0803096274794;0.0188679245283;0.029511369134;0.0599903241413;0.033381712627;0.0420899854862;0.03725205612;0.0290275761974;0.0
104;2012.0;10.0;0.0;0.0488165680473;0.126479289941;0.144970414201;0.0;0.0103550295858;0.0;0.0;0.320266272189;0.0147928994083;0.0;0.0;0.130177514793;0.0207100591716;0.0591715976331;0.030325443787;0.0;0.0939349112426;0.0
105;2012.0;11.0;0.0;0.0851063829787;0.0;0.0297872340426;0.0496453900709;0.175886524823;0.0;0.0;0.204255319149;0.0;0.0;0.0;0.0964539007092;0.0;0.110638297872;0.0695035460993;0.0439716312057;0.13475177305;0.0
106;2012.0;12.0;0.0;0.122241086587;0.140067911715;0.108658743633;0.0212224108659;0.00339558573854;0.0568760611205;0.0;0.37181663837;0.00679117147708;0.0;0.0;0.0;0.044142614601;0.0772495755518;0.0;0.0475382003396;0.0;0.0
107;2013.0;1.0;0.0;0.0;0.0;0.134297520661;0.0;0.0743801652893;0.0;0.0;0.138429752066;0.0;0.0;0.0;0.171487603306;0.0;0.340909090909;0.0;0.0413223140496;0.099173553719;0.0
108;2013.0;2.0;0.0;0.0152838427948;0.0786026200873;0.0924308588064;0.0487627365357;0.124454148472;0.0480349344978;0.0;0.248908296943;0.0;0.070596797671;0.0;0.0524017467249;0.0698689956332;0.109898107715;0.0;0.0;0.0407569141194;0.0
109;2013.0;3.0;0.0;0.0543328748281;0.025447042641;0.156808803301;0.0;0.0281980742779;0.0275103163686;0.0;0.361760660248;0.0295735900963;0.0;0.0543328748281;0.0151306740028;0.0667125171939;0.0206327372765;0.0653370013755;0.0261348005502;0.0680880330124;0.0
110;2013.0;4.0;0.00946372239748;0.12978819288;0.0261378999549;0.0;0.0347003154574;0.0500225326724;0.00766110860748;0.013519603425;0.269941415052;0.0500225326724;0.0;0.0383055430374;0.0626408292023;0.174402884182;0.0238846327174;0.0455159981974;0.0139702568725;0.0500225326724;0.0
111;2013.0;5.0;0.0174340634779;0.0303978542691;0.100581135449;0.131873044256;0.0187751452839;0.0335270451498;0.0129637907912;0.0214573088958;0.183728207421;0.0442556995977;0.0;0.0751005811354;0.103263299061;0.113097898972;0.0545373267769;0.0290567724631;0.0;0.0299508270004;0.0
112;2013.0;6.0;0.0;0.0213823968175;0.0835405271009;0.0358030830433;0.0571854798608;0.0358030830433;0.0755842864247;0.0;0.236698160119;0.0198906016907;0.0;0.0367976131278;0.0537046245649;0.162605668821;0.0671307807061;0.0;0.0671307807061;0.0467429139731;0.0
160;2013.0;7.0;0.0;0.0286102735533;0.0830997433193;0.113855298747;0.0375522775026;0.0502714837182;0.0429944553511;0.0205202312139;0.189158328615;0.0168817170303;0.0;0.0288034308414;0.0482395955194;0.0954646841217;0.122582731394;0.00895953757225;0.0540856215669;0.0589205899346;0.0
113;2013.0;9.0;0.0;0.035838150289;0.0826589595376;0.191907514451;0.0179190751445;0.0647398843931;0.0104046242775;0.0410404624277;0.14161849711;0.0138728323699;0.0;0.0208092485549;0.042774566474;0.028323699422;0.178034682081;0.0179190751445;0.0410404624277;0.071098265896;0.0
114;2013.0;10.0;0.0131371518655;0.0;0.0446663163426;0.0136626379401;0.0367840252233;0.0977404098791;0.033105622701;0.0136626379401;0.303205465055;0.0136626379401;0.015239096164;0.0693641618497;0.119810825013;0.0867052023121;0.0215449290594;0.0;0.0325801366264;0.0851287440883;0.0
115;2013.0;11.0;0.0;0.0679468242245;0.121122599705;0.0480059084195;0.033234859675;0.0;0.0118168389956;0.0;0.394387001477;0.01329394387;0.0;0.0;0.131462333826;0.0251107828656;0.0620384047267;0.0420974889217;0.0147710487445;0.0347119645495;0.0
116;2013.0;12.0;0.0;0.0789835164835;0.0274725274725;0.0892857142857;0.0157967032967;0.092032967033;0.0260989010989;0.0542582417582;0.148351648352;0.0199175824176;0.0;0.0542582417582;0.0;0.168956043956;0.0995879120879;0.0137362637363;0.0;0.111263736264;0.0
117;2014.0;1.0;0.0;0.226573426573;0.0;0.0;0.0251748251748;0.135664335664;0.134265734266;0.0;0.0;0.0;0.0;0.0447552447552;0.247552447552;0.0;0.100699300699;0.0;0.0;0.0853146853147;0.0
118;2014.0;2.0;0.0;0.0156494522692;0.0547730829421;0.129890453834;0.0;0.0172143974961;0.0719874804382;0.0;0.169014084507;0.0657276995305;0.0;0.223787167449;0.0234741784038;0.0782472613459;0.0312989045383;0.0;0.0845070422535;0.0344287949922;0.0
119;2014.0;3.0;0.0;0.0867802108678;0.156528791565;0.0608272506083;0.0227088402271;0.0;0.0;0.0227088402271;0.318734793187;0.0;0.0940794809408;0.0081103000811;0.105433901054;0.0235198702352;0.073803730738;0.00405515004055;0.0227088402271;0.0;0.0
120;2014.0;4.0;0.0;0.0492040520984;0.040520984081;0.0;0.0839363241679;0.0;0.0;0.0;0.107091172214;0.0;0.0520984081042;0.0723589001447;0.228654124457;0.0520984081042;0.196816208394;0.0;0.0;0.117221418234;0.0
121;2014.0;5.0;0.0207175341081;0.0591207680647;0.0641738251642;0.0581101566448;0.022738756948;0.0520464881253;0.0752905507832;0.0;0.199090449722;0.0161697827185;0.0;0.0955027791814;0.033855482567;0.119252147549;0.0914603335018;0.0186963112683;0.0156644770086;0.0581101566448;0.0
122;2014.0;6.0;0.0;0.0536277602524;0.0;0.0;0.0488958990536;0.0;0.0851735015773;0.0599369085174;0.277602523659;0.0615141955836;0.0;0.0268138801262;0.118296529968;0.0;0.222397476341;0.0;0.0;0.0457413249211;0.0
123;2014.0;7.0;0.0562390158172;0.0369068541301;0.226713532513;0.0562390158172;0.163444639719;0.200351493849;0.0;0.0;0.0474516695958;0.0;0.0;0.0333919156415;0.0579964850615;0.0509666080844;0.01230228471;0.0;0.0;0.0579964850615;0.0
124;2014.0;9.0;0.0;0.0807969009408;0.0946319867183;0.0503597122302;0.0193691200885;0.0;0.0442722744881;0.0132816823464;0.303265080243;0.0;0.0741560597676;0.0;0.0503597122302;0.0;0.209186496956;0.00940785832872;0.038184836746;0.0127282789153;0.0
125;2014.0;10.0;0.0;0.0390745501285;0.0606683804627;0.0287917737789;0.0370179948586;0.250385604113;0.0;0.0;0.180976863753;0.0;0.0;0.0;0.133161953728;0.0452442159383;0.0838046272494;0.00822622107969;0.0755784061697;0.0570694087404;0.0
126;2014.0;11.0;0.0;0.112184249629;0.0260029717682;0.0490341753343;0.0304606240713;0.0282317979198;0.0;0.0;0.209509658247;0.0;0.0274888558692;0.037147102526;0.317979197623;0.0163447251114;0.0869242199108;0.0364041604755;0.0;0.0222882615156;0.0
127;2014.0;12.0;0.0;0.104584527221;0.0;0.0773638968481;0.17335243553;0.0222063037249;0.0601719197708;0.0;0.139684813754;0.035100286533;0.0;0.132521489971;0.00429799426934;0.0995702005731;0.0286532951289;0.0329512893983;0.0;0.0895415472779;0.0
128;2015.0;1.0;0.0;0.0769230769231;0.0;0.305128205128;0.0538461538462;0.0;0.0871794871795;0.0;0.0615384615385;0.0;0.0;0.0;0.0;0.130769230769;0.0692307692308;0.0;0.0;0.215384615385;0.0
129;2015.0;2.0;0.0191570881226;0.0229885057471;0.109578544061;0.0750957854406;0.0390804597701;0.0275862068966;0.0;0.0;0.241379310345;0.0;0.0513409961686;0.0;0.226819923372;0.0582375478927;0.032183908046;0.0122605363985;0.0773946360153;0.00689655172414;0.0
130;2015.0;3.0;0.0;0.0;0.035;0.075;0.0933333333333;0.0;0.0;0.0;0.286666666667;0.0;0.0;0.0;0.241666666667;0.0;0.0716666666667;0.128333333333;0.0;0.0683333333333;0.0
